,Body ID,Headline,Stance,Headline1,Headline2
3990,3991,"['ангела', 'меркель', 'подала', 'документы', 'получение', 'российского', 'гражданства']",disagree,ангела меркель подала документы на получение российского гражданства ,ангел меркель подавать документ получение российский гражданство
3991,3992,"['суд', 'приговорил', 'депутата', 'валерия', 'рашкина', 'трем', 'годам', 'условно', 'делу', 'незаконной', 'охоте']",agree,суд приговорил депутата валерия рашкина к трем годам условно по делу о незаконной охоте,суд приговаривать депутат валерия рашкин год условно дело незаконный охота
3992,3993,"['госдума', 'приняла', 'закон', 'бесплатном', 'газе', 'мемориалов', '«вечный', 'огонь»']",agree,госдума приняла закон о бесплатном газе для мемориалов «вечный огонь»,госдума принимать закон бесплатный газ мемориал вечный огонь
3993,3994,"['посол', 'сша', 'вызван', 'мид', 'россии', 'связи', 'русофобским', 'высказыванием', 'актрисы', 'саши', 'грей']",disagree,посол сша вызван в мид россии в связи с русофобским высказыванием актрисы саши грей ,посол сша вызывать мид россия связь русофобский высказывание актриса саша грей
3994,3995,"['парламент', 'монголии', 'денонсировал', 'договор', 'распаде', 'золотой', 'орды']",disagree,парламент монголии денонсировал договор о распаде золотой орды ,парламент монголия денонсировать договор распад золотой орда
3995,3996,"['австрия', 'декриминализовала', 'просмотр', 'российских', 'телеканалов']",disagree,австрия декриминализовала просмотр российских телеканалов ,австрия декриминализовать просмотр российский телеканал
3996,3997,"['«не', 'дам', 'объелбасить»', 'жириновский', 'готовится', 'сорвать', 'казахстанский', 'сценарий', 'переворота', 'лдпр']",disagree,«не дам себя объелбасить»  жириновский готовится сорвать казахстанский сценарий переворота в лдпр ,давать объелбасить »   жириновский готовиться сорвать казахстанский сценарий переворот лдпр
3997,3998,"['путин', 'подписал', 'закон', 'штрафах', 'отрицание', '«решающей', 'роли', 'советского', 'народа»', 'разгроме', 'нацизма', 'отождествление', 'действий', 'ссср', 'третьего', 'рейха']",agree,путин подписал закон о штрафах за отрицание «решающей роли советского народа» в разгроме нацизма и отождествление действий ссср и третьего рейха,путин подписывать закон штраф отрицание решающий роль советский народ разгром нацизм отождествление действие ссср третий рейх
3998,3999,"['белорусский', 'цик', 'заботы', 'экологии', 'сдал', 'бюллетени', 'протоколы', 'вторпереработку']",disagree,белорусский цик из заботы об экологии сдал все бюллетени и протоколы на вторпереработку ,белорусский цик забота экология сдавать весь бюллетень протокол вторпереработка
3999,4000,"['коммунисты', 'заложили', 'первый', 'камень', 'фундамент', 'храма', 'месте', 'покушения', 'ленина']",disagree,коммунисты заложили первый камень в фундамент храма на месте покушения на в и ленина ,коммунист закладывать первый камень фундамент храм место покушение ленин
4000,4001,"['ста', 'депутатов', 'госдумы', 'возьмут', 'отгулы', 'попрощаться', 'принцем', 'филиппом']",disagree,более ста депутатов госдумы возьмут отгулы чтобы попрощаться с принцем филиппом ,сто депутат госдума взять отгул попрощаться принц филипп
4001,4002,"['французские', 'учёные', 'оценили', 'ущерб', 'нанесённый', 'африке', 'выпускниками', 'мгимо']",disagree,французские учёные оценили ущерб нанесённый африке выпускниками мгимо ,французский ученый оценивать ущерб наносить африка выпускник мгимо
4002,4003,"['охлобыстин', 'высказался', 'асмус', '«тексте»', 'заступился', 'харламова']",agree,охлобыстин высказался об асмус в «тексте» и заступился за нее из за харламова,охлобыстина высказываться асмус текст заступаться харламов
4003,4004,"['мишустин', 'назвал', 'причины', 'провала', 'рывка', 'экономике']",agree,мишустин назвал причины провала рывка в экономике,мишустин называть причина провал рывок экономика
4004,4005,"['мид', 'германии', '«оркестр', 'встречи', 'юлии', 'навальной', 'аэропорту', 'предоставила', 'частная', 'компания»']",disagree,мид германии  «оркестр для встречи юлии навальной в аэропорту предоставила частная компания» ,"мид германия   « оркестр встреча юлия навальный аэропорт предоставлять частный компания » 
"
4005,4006,"['«наша', 'нива»', 'беларуси', 'задержали', 'топ', 'менеджеров', '«дочки»', '«газпрома»', '—', 'срыва', 'строительства', 'самого', 'высокого', 'здания', 'стране']",agree,«наша нива»  в беларуси задержали топ менеджеров «дочки» «газпрома» — из за срыва строительства самого высокого здания в стране,наш нива »   беларусь задерживать топ менеджер дочка » « газпром » —  срыв строительство самый высокий здание страна
4006,4007,"['власти', 'юар', 'приняли', 'решение', 'вернуться', 'апартеиду']",disagree,власти юар приняли решение вернуться к апартеиду ,власть юар принимать решение вернуться апартеид
4007,4008,"['президент', 'сша', 'джо', 'байден', 'объявлен', 'международный', 'розыск', 'связи', 'уголовными', 'делами', 'клевете', 'неуважении', 'российской', 'власти']",disagree,президент сша джо байден объявлен в международный розыск в связи с уголовными делами о клевете и неуважении к российской власти ,президент сша джо байден объявлять международный розыск связь уголовный дело клевета неуважение российский власть
4008,4009,"['воз', 'назвали', 'сроки', 'получения', 'вакцины', 'коронавируса']",agree,в воз назвали сроки получения вакцины от коронавируса,воз называть срок получение вакцина коронавирус
4009,4010,"['«медузе»', 'запретили', 'участвовать', 'ежедневных', 'брифингах', 'кремля']",agree,«медузе» запретили участвовать в ежедневных брифингах кремля,медуза запрещать участвовать ежедневный брифинг кремль
4010,4011,"['пассажиры', 'самолета', 'сообщили', 'пьяном', 'дебоше', 'футболиста', 'бывшего', 'мужа', 'бузовой']",agree,пассажиры самолета сообщили о пьяном дебоше футболиста и бывшего мужа бузовой,пассажир самолет сообщать пьяный дебош футболист бывший муж бузова
4011,4012,"['гособвинение', 'запросило', '17', 'лет', 'колонии', 'строгого', 'режима', 'экс', 'полковника', 'захарченко', 'обвиняемого', 'получении', 'взяток', '1', '5', 'млрд', 'рублей']",agree,гособвинение запросило 17 лет колонии строгого режима для экс полковника захарченко  обвиняемого в получении взяток на 1 5 млрд рублей,гособвинение запрашивать год колония строгий режим экс полковник захарченко обвиняемый получение взятка млрд рубль
4012,4013,"['армения', 'заявила', 'готовности', 'своих', 'морских', 'курортов', 'наплыву', 'туристов', 'россии']",disagree,армения заявила о готовности своих морских курортов к наплыву туристов из россии ,армения заявлять готовность свой морской курорт наплыв турист россия
4013,4014,"['золотов', 'принял', 'расторгуева', 'союз', 'боевых', 'офицеров', 'россии']",disagree,золотов принял расторгуева в союз боевых офицеров россии ,золотов принимать расторгуев союз боевой офицер россия
4014,4015,"['кндр', 'примет', 'закон', 'запрещающий', 'пребывание', 'кораблей', 'сша', 'порту', 'сеула']",disagree,кндр примет закон запрещающий пребывание кораблей сша в порту сеула ,кндр принимать закон запрещать пребывание корабль сша порт сеул
4015,4016,"['популярный', 'iphone', 'рекордно', 'подешевел']",agree,популярный iphone рекордно подешевел,популярный iphone рекордно подешеветь
4016,4017,"['великобритания', 'ввела', 'санкции', 'против', 'помощника', 'президента', 'рф', 'максима', 'орешкина', 'нескольких', 'пропагандистов']",agree,великобритания ввела санкции против помощника президента рф максима орешкина и нескольких пропагандистов,великобритания вводить санкция против помощник президент максим орешкин несколько пропагандист
4017,4018,"['улан', 'удэ', 'пенсионерка', 'потребовала', 'водителя', 'маршрутки', 'убрать', 'салона', 'букву', 'z', 'отвез', 'полицию']",agree,в улан удэ пенсионерка потребовала у водителя маршрутки убрать из салона букву z  он отвез ее в полицию,улан удэ пенсионерка потребовать водитель маршрутка убирать салон буква отвозить полиция
4018,4019,"['зеленскому', 'вернули', 'электрошокер', 'потерянный', 'встрече', 'меркель']",disagree,зеленскому вернули электрошокер потерянный на встрече с меркель ,зеленский вернуть электрошокер потерять встреча меркель
4019,4020,"['сша', 'ввели', 'новые', 'санкции', 'против', 'россии', 'попали', 'топ', 'менеджеры', '«открытия»', 'руководство', 'центробанка']",agree,сша ввели новые санкции против россии  под них попали топ менеджеры «открытия» и руководство центробанка,сша вводить новый санкция против россия попадать топ менеджер открытие руководство центробанк
4020,4021,"['цру', 'признало', '1999', 'года', 'проводило', 'операции', 'замусориванию', 'российских', 'городов']",disagree,цру признало что с 1999 года проводило операции по замусориванию российских городов ,цру признавать год проводить операция замусоривание российский город
4021,4022,"['емельяненко', 'рассказал', 'роли', 'кадырова', 'подготовке', 'боям']",agree,емельяненко рассказал о роли кадырова в подготовке к боям,емельяненко рассказывать роль кадыров подготовка бой
4022,4023,"['власти', 'украины', 'заявили', 'российские', 'военные', 'попали', 'территорию', '«азовстали»']",agree,власти украины заявили  что российские военные попали на территорию «азовстали»,власть украина заявлять российский военный попадать территория азовсталь
4023,4024,"['турция', 'обратилась', 'международный', 'суд', 'оон', 'требованием', 'вернуть', 'полотенца', 'тапочки', 'украденные', 'российскими', 'туристами']",disagree,турция обратилась в международный суд оон с требованием вернуть полотенца и тапочки украденные российскими туристами ,турция обращаться международный суд оон требование вернуть полотенце тапочек украсть российский турист
4024,4025,"['«наши', 'самолёты', 'будут', 'летать', 'мезосфере»', 'лукашенко', 'ответил', 'западные', 'санкции']",disagree,«наши самолёты будут летать в мезосфере»  лукашенко ответил на западные санкции ,наш самолет летать мезосфера »   лукашенко отвечать западный санкция
4025,4026,"['курганской', 'области', 'пасхой', 'выпустили', 'куличи', 'буквой', 'z']",agree,в курганской области перед пасхой выпустили куличи с буквой z,курганский область пасха выпускать кулич буква
4026,4027,"['лидер', 'украинских', 'националистов', 'раскритиковал', '«коммерсантъ»']",agree,лидер украинских националистов раскритиковал «коммерсантъ»,лидер украинский националист раскритиковывать коммерсант
4027,4028,"['карлес', 'пучдемон', 'попросил', 'политическое', 'убежище', 'абхазии']",disagree,карлес пучдемон попросил политическое убежище в абхазии ,карлес пучдемон попросить политический убежище абхазия
4028,4029,"['сотрудника', 'мэрии', 'элисты', 'арестовали', 'распространение', '«ложной', 'информации»', 'российских', 'военных', 'телеграме']",agree,сотрудника мэрии элисты арестовали за распространение «ложной информации» о российских военных в телеграме,сотрудник мэрия элиста арестовывать распространение ложный информация российский военный телеграм
4029,4030,"['парень', 'превратился', 'ким', 'кардашьян', 'помощью', 'макияжа', 'получил', 'одобрение']",agree,парень превратился в ким кардашьян с помощью макияжа и получил ее одобрение,парень превращаться ким кардашьян помощь макияж получать одобрение
4030,4031,"['дегтярев', 'проверил', 'готовность', 'хабаровских', 'школ', 'новому', 'учебному', 'году']",agree,дегтярев проверил готовность хабаровских школ к новому учебному году,дегтярев проверять готовность хабаровский школа новый учебный год
4031,4032,"['посольстве', 'сша', 'белоруссии', 'появилась', 'табличка', 'бывшая', 'колония', 'великобритании']",disagree,на посольстве сша в белоруссии появилась табличка бывшая колония великобритании ,посольство сша белоруссия появляться табличка бывший колония великобритания
4032,4033,"['китай', 'разорвал', 'побратимские', 'связи', 'владивостоком', 'памятника', 'солженицыну']",disagree,китай разорвал побратимские связи с владивостоком из за памятника солженицыну ,китай разрывать побратимский связь владивосток памятник солженицын
4033,4034,"['разработчик', 'ubuntu', 'прекратил', 'сотрудничество', 'предприятиями', 'россии']",agree,разработчик ubuntu прекратил сотрудничество с предприятиями из россии,разработчик ubuntu прекращать сотрудничество предприятие россия
4034,4035,"['власти', 'россии', 'выделят', 'авиакомпаниям', '19', '5', 'миллиарда', 'рублей', 'возврат', 'денег', 'пассажирам', 'рейсов', 'отмененных', 'санкций']",agree,власти россии выделят авиакомпаниям 19 5 миллиарда рублей на возврат денег пассажирам рейсов  отмененных из за санкций,власть россия выделять авиакомпания миллиард рубль возврат деньги пассажир рейс отменять санкция
4035,4036,"['навальный', 'заявил', 'впервые', 'почувствовал', 'плохо', 'чехии', '2012', 'году']",disagree,навальный заявил что впервые почувствовал себя плохо в чехии в 2012 году ,навальный заявлять впервые почувствовать плохо чехия год
4036,4037,"['дерипаска', 'призвал', 'центробанк', 'прекратить', '«танцы', 'бубнами»']",agree,дерипаска призвал центробанк прекратить «танцы с бубнами»,дерипаска призывать центробанк прекращать танец бубен
4037,4038,"['сми', 'северокорейские', 'политологи', 'улетели', 'минска', 'недовольными']",disagree,сми  северокорейские политологи улетели из минска недовольными ,сми северокорейский политолог улетать минск недовольный
4038,4039,"['виктор', 'янукович', 'проголосует', 'выборах', 'президента', 'украины', 'казахстане']",disagree,виктор янукович проголосует на выборах президента украины в казахстане ,виктор янукович проголосовать выборы президент украина казахстан
4039,4040,"['прокуратура', 'потребовала', 'валерия', 'рашкина', '3', '5', 'года', 'условно', 'делу', 'незаконной', 'охоте']",agree,прокуратура потребовала для валерия рашкина 3 5 года условно по делу о незаконной охоте,прокуратура потребовать валерия рашкин год условно дело незаконный охота
4040,4041,"['суд', 'москве', 'арестовал', 'мундепа', 'алексея', 'горинова', 'делу', '«фейках»', 'российскую', 'армию']",agree,суд в москве арестовал мундепа алексея горинова по делу о «фейках» про российскую армию,суд москва арестовывать мундеп алексей горинов дело фейк российский армия
4041,4042,"['«яблоко»', 'исключит', 'своих', 'рядов', 'членов', 'проголосовавших', '«единую', 'россию»', 'выборах', 'госдуму']",disagree,«яблоко» исключит из своих рядов членов не проголосовавших за «единую россию» на выборах в госдуму ,яблоко исключать свой ряд член проголосовать единый россия выборы госдума
4042,4043,"['мид', 'предупредил', 'лукашенко', 'возможности', 'высказать', 'чрезвычайную', 'озабоченность', 'арестом', 'российских', 'граждан']",disagree,мид предупредил лукашенко о возможности высказать чрезвычайную озабоченность арестом российских граждан ,мид предупреждать лукашенко возможность высказывать чрезвычайный озабоченность арест российский гражданин
4043,4044,"['предварительным', 'данным', 'авиаудара', 'школе', 'белогоровке', 'погибли', '60', 'человек', '—', 'глава', 'луганской', 'ова']",agree,по предварительным данным  от авиаудара по школе в белогоровке погибли 60 человек — глава луганской ова,предварительный данные авиаудар школа белогоровка погибать человек  —  глава луганский ова
4044,4045,"['госдума', 'рассмотрит', 'возможность', 'введения', 'секретных', 'статей', 'уголовного', 'кодекса']",disagree,госдума рассмотрит возможность введения секретных статей уголовного кодекса ,госдума рассматривать возможность введение секретный статья уголовный кодекс
4045,4046,"['коммунисты', 'объявили', 'всероссийский', 'кастинг', 'роли', 'рабочих', 'крестьян']",disagree,коммунисты объявили всероссийский кастинг на роли рабочих и крестьян ,коммунист объявлять всероссийский кастинг роль рабочий крестьянин
4046,4047,"['правозащитники', 'рассказали', 'случаях', 'вызова', 'фсб', 'родственников', 'россиян', 'которые', 'уехали', 'страны']",agree,правозащитники рассказали о случаях вызова в фсб родственников россиян  которые уехали из страны,правозащитник рассказывать случай вызов фсб родственник россиянин который уезжать страна
4047,4048,"['анатолий', 'чубайс', 'получил', 'ожоги', 'испытывая', 'экспериментальную', 'шапку', 'подогревом', 'роснано']",disagree,анатолий чубайс получил ожоги испытывая экспериментальную шапку с подогревом от роснано ,анатолий чубайс получать ожог испытывать экспериментальный шапка подогрев роснано
4048,4049,"['забайкалье', 'создана', 'политическая', 'партия', 'ауе']",disagree,в забайкалье создана политическая партия ауе ,забайкалье создавать политический партия ауе
4049,4050,"['бельгия', 'разрешила', 'трансгендерам', 'наследовать', 'престол']",disagree,бельгия разрешила трансгендерам наследовать престол ,бельгия разрешать трансгендер наследовать престол
4050,4051,"['минобороны', 'рф', 'объявило', 'мариуполе', 'сдались', 'плен', '1026', 'украинских', 'морских', 'пехотинцев']",agree,минобороны рф объявило  что в мариуполе сдались в плен 1026 украинских морских пехотинцев,минобороны объявлять мариуполь сдаваться плен украинский морской пехотинец
4051,4052,"['мвд', 'франции', 'подсчета', '100', 'голосов', 'макрон', 'опережает', 'ле', 'пен', '4', 'процентных', 'пункта']",agree,мвд франции после подсчета 100  голосов  макрон опережает ле пен на 4 процентных пункта,мвд франция подсчет голос макрон опережать пена процентный пункт
4052,4053,"['госдуме', 'предложили', 'запретить', 'сми', 'указывать', 'партийную', 'принадлежность', 'депутатов']",disagree,в госдуме предложили запретить сми указывать партийную принадлежность депутатов ,госдума предлагать запрещать сми указывать партийный принадлежность депутат
4053,4054,"['конрад', 'карлович', 'лихтенштейн', 'возведён', 'должность', 'князя', 'лихтенштейна']",disagree,конрад карлович лихтенштейн возведён в должность князя лихтенштейна ,конрад карлович лихтенштейн возводить должность князь лихтенштейн
4054,4055,"['российский', 'автозавод', 'обязали', 'отчитываться', 'сша']",agree,российский автозавод обязали отчитываться перед сша,российский автозавод обязывать отчитываться сша
4055,4056,"['«не', 'дружеский', 'визит»', 'канцлер', 'австрии', 'карл', 'нехаммер', '—', 'переговорах', 'путиным']",agree,«не дружеский визит»  канцлер австрии карл нехаммер — о переговорах с путиным,дружеский визит »   канцлер австрия карл нехаммер  —  переговоры путин
4056,4057,"['эрдоган', 'приедет', 'бахчисарай', 'празднование', 'победы', 'крымской', 'войне']",disagree,эрдоган приедет в бахчисарай на празднование победы в крымской войне ,эрдоган приезжать бахчисарай празднование победа крымский война
4057,4058,"['дональд', 'трамп', 'признал', 'фолкленды', 'частью', 'аргентины']",disagree,дональд трамп признал фолкленды частью аргентины ,дональд трамп признавать фолкленды часть аргентина
4058,4059,"['московский', 'фестиваль', 'горячее', 'сердце', 'приедут', 'воспитанники', 'школ', 'искусств', 'днр']",disagree,на московский фестиваль горячее сердце приедут воспитанники школ искусств днр,московский фестиваль горячий сердце приезжать воспитанник школа искусство днр
4059,4060,"['журналист', 'дмитрий', 'гордон', 'внесен', 'реестр', 'террористов', 'экстремистов', 'росфинмониторинга']",agree,журналист дмитрий гордон внесен в реестр террористов и экстремистов росфинмониторинга,журналист дмитрий гордон вносить реестр террорист экстремист росфинмониторинг
4060,4061,"['приложение', 'google', 'maps', 'начало', 'чаще', 'предлагать', 'россиянам', 'снимать', 'военные', 'объекты']",disagree,приложение google maps начало чаще предлагать россиянам снимать военные объекты ,приложение google maps начало часто предлагать россиянин снимать военный объект
4061,4062,"['президент', 'чехии', 'земан', 'предложил', 'восстановить', 'чехословакию']",disagree,президент чехии земан предложил восстановить чехословакию ,президент чехия земан предлагать восстанавливать чехословакия
4062,4063,"['макрон', 'вступление', 'украины', 'ес', 'займет', 'годы', 'десятилетия', 'пересмотреть', 'подход', 'единству', 'европы']",agree,макрон  вступление украины в ес займет годы  а то и десятилетия  если не пересмотреть подход к единству европы,макрон вступление украина занимать год десятилетие пересматривать подход единство европа
4063,4064,"['дарим', 'тепло', 'mosru', 'появилась', 'карта', 'пунктов', 'сбора', 'гуманитарной', 'помощи']",disagree,дарим тепло на mosru появилась карта пунктов сбора гуманитарной помощи,дарить тепло mosru появляться карта пункт сбор гуманитарный помощь
4064,4065,"['google', 'начал', 'блокировать', 'аккаунты', 'депутатов', 'госдумы', 'попавших', 'санкции']",agree,google начал блокировать аккаунты депутатов госдумы  попавших под санкции,google начинать блокировать аккаунт депутат госдума попадать санкция
4065,4066,"['минспорт', 'запретил', 'чиновникам', 'wada', 'появляться', 'первенстве', 'россии', 'спортивному', 'ориентированию', 'лыжах', 'златоусте']",disagree,минспорт запретил чиновникам wada появляться на первенстве россии по спортивному ориентированию на лыжах в златоусте ,минспорт запрещать чиновник wada появляться первенство россия спортивный ориентирование лыжа златоуст
4066,4067,"['суд', 'пскова', 'оштрафовал', 'льва', 'шлосберга', 'жену', '«дискредитацию', 'армии»', '62', 'тысячи', 'рублей']",agree,суд пскова оштрафовал льва шлосберга и его жену за «дискредитацию армии» на 62 тысячи рублей,суд псков оштрафовать лев шлосберг жена дискредитация армия тысяча рубль
4067,4068,"['«абрамс»', 'армии', 'сша', 'подбил', 'союзный', 'танк']",agree,«абрамс» армии сша подбил союзный танк,абрамс армия сша подбивать союзный танк
4068,4069,"['ск', 'возбудил', 'дело', 'против', 'авиакомпании', '«победа»', 'финансирование', 'навального']",disagree,ск возбудил дело против авиакомпании «победа» за финансирование навального ,возбуждать дело против авиакомпания победа финансирование навальный
4069,4070,"['lush', 'закроет', 'треть', 'магазинов', 'россии', 'уволит', 'половину', 'российских', 'сотрудников']",agree,lush закроет треть магазинов в россии и уволит почти половину российских сотрудников,lush закрывать треть магазин россия увольнять половина российский сотрудник
4070,4071,"['«очень', 'сложно', 'разговаривать', 'видишь', 'натворили»', 'зеленский', 'буче', '—', 'переговорах', 'россией']",agree,«очень сложно разговаривать  когда видишь  что они тут натворили»  зеленский в буче — о переговорах с россией,очень сложно разговаривать видеть натворить »   зеленский буча  —  переговоры россия
4071,4072,"['горбачёв', 'благодаря', 'российская', 'армия', 'сильнейшая', 'планете']",disagree,горбачёв  благодаря мне российская армия сейчас сильнейшая на планете ,горбачев благодаря российский армия сильный планета
4072,4073,"['генерал', 'фсб', 'объяснил', 'присвоение', 'кадырову', 'нового', 'звания']",agree,генерал фсб объяснил присвоение кадырову нового звания,генерал фсб объяснять присвоение кадыров новый звание
4073,4074,"['минобороны', 'фрг', 'потратило', '700', 'млн', 'евро', 'маникюр', 'солдат']",disagree,минобороны фрг потратило 700 млн евро на маникюр для солдат ,минобороны фрг потратить млн евро маникюр солдат
4074,4075,"['минфин', 'сша', 'предложил', 'исключать', 'российских', 'миллиардеров', 'списка', 'forbes']",disagree,минфин сша предложил исключать российских миллиардеров из списка forbes ,минфин сша предлагать исключать российский миллиардер список forbes
4075,4076,"['новоизбранный', 'президент', 'бразилии', 'предложил', 'зюганову', 'покататься', 'вертолёте']",disagree,новоизбранный президент бразилии предложил зюганову покататься на вертолёте ,новоизбранный президент бразилия предлагать зюганов покататься вертолет
4076,4077,"['однажды', 'разрешили', 'нам', 'вырубить', 'целый', 'заповедник', 'китайский', 'чиновник', 'похвалил', 'россиян', 'щедрость']",disagree,однажды они разрешили нам вырубить целый заповедник  китайский чиновник похвалил россиян за щедрость ,однажды разрешать вырубать целый заповедник китайский чиновник похвалить россиянин щедрость
4077,4078,"['коронавирус', '–', 'это', 'очень', 'серьёзно', 'лукашенко', 'запретил', 'стране', 'любые', 'массовые', 'собрания']",disagree,коронавирус – это очень серьёзно  лукашенко запретил в стране любые массовые собрания ,коронавирус  –  это очень серьезно лукашенко запрещать страна любой массовый собрание
4078,4079,"['членов', 'форума', 'свободной', 'россии', 'признания', 'тайваня', 'единственным', 'легитимным', 'китаем', 'отключились', '«айфоны»']",disagree,у членов форума свободной россии после признания тайваня единственным легитимным китаем отключились «айфоны» ,"член форум свободный россия признание тайвань единственный легитимный китай отключаться айфон » 
"
4079,4080,"['ввс', 'сша', 'подожгли', 'иранских', 'танкера', 'нефтью', 'китая']",disagree,ввс сша подожгли два иранских танкера с нефтью для китая ,ввс сша поджигать иранский танкер нефть китай
4080,4081,"['тимошенко', 'рассказала', 'неожиданном', 'решении', 'зеленского']",agree,тимошенко рассказала о неожиданном решении зеленского,тимошенко рассказывать неожиданный решение зеленский
4081,4082,"['бийске', 'расселят', '570', 'граждан', 'аварийного', 'жилья']",agree,в бийске расселят 570 граждан из аварийного жилья,бийск расселять гражданин аварийный жилье
4082,4083,"['новая', 'конституция', 'закрепит', 'ельциным', 'звание', '«отец', 'отечества»']",disagree,новая конституция закрепит за ельциным звание «отец отечества» ,"новый конституция закреплять ельцин звание отец отечество » 
"
4083,4084,"['площадь', 'назарбаева', 'алма', 'ате', 'переименуют', 'площадь', 'токаева']",disagree,площадь назарбаева в алма ате переименуют в площадь токаева ,площадь назарбаева алма переименовывать площадь токаева
4084,4085,"['россия', 'запросила', 'заседание', 'сб', 'оон', 'связи', '«вопиющей', 'провокацией', 'украинских', 'радикалов', 'буче»']",agree,россия запросила заседание сб оон в связи с «вопиющей провокацией украинских радикалов в буче»,россия запрашивать заседание оон связь вопиющий провокация украинский радикал буча
4085,4086,"['бобруйский', 'районный', 'суд', 'вынес', 'решение', 'блокировке', 'телеграм', 'канала', 'nexta']",disagree,бобруйский районный суд вынес решение о блокировке телеграм канала nexta ,бобруйский районный суд вынести решение блокировка телегр канал nexta
4086,4087,"['италия', 'приняла', 'день', '10', 'лодок', 'украинскими', 'беженцами']",disagree,италия приняла за день больше 10 лодок с украинскими беженцами ,италия принимать день лодка украинский беженец
4087,4088,"['минобороны', 'великобритании', 'украина', 'вправе', 'атаковать', 'цели', 'территории', 'россии', 'числе', 'британским', 'оружием']",agree,минобороны великобритании  украина вправе атаковать цели на территории россии  в том числе британским оружием,минобороны великобритания украина вправе атаковать цель территория россия число британский оружие
